UserID: 1
0001000000000000000110000000;33467
0001000000000000000110000000;33533
0000000000000000010110000000;33604
0001000000000000010110000000;33649
0001000000000000110110000000;33774
0001000000000000010110000000;33774
0001000000000000010110000000;33829
0000000000000000000110000000;33880
0000010000000000010110000000;33950
0000010000000000000110000000;33997
0000000000000000001110000000;34064
0000000000000000000110000000;34130
0000000000100000000110000000;34181
0000000000000000000110000000;34263
0000000000010000001110000000;34313
0000000000010000001110000000;34364
0000000000010000001110000000;34430
0000000000000000000000000000;34480
0000000000000000000000000000;34547
0000000000000000000000000000;34597
0000000000000000000000000000;34649
0000000000000000000000000000;34713
0000000000000000000000000000;34780
0000000000000000000000000000;34847
0000000000000000000000000000;34896
0000000000000000000000000000;34964
0000000000000000000000000000;35014
0000000000000000000000000000;35081
0000000000000000000000000000;35131
0000000000000000000000000000;35196
0000000000000000000000000000;35247
0000000000000000000000000000;35314
0000000000000000000000000000;35364
0000000000000000000000000000;35430
;
0000000000100000000000000010;60826
0000000000100000000000000110;60878
0000000000000000000000000100;60944
0000000000100000000000000100;61008
0000000000100000000000000100;61059
0000000000000000000000001000;61129
0000000000100000000000001000;61177
0000000000000000000000000000;61242
0000000000000000000000010000;61313
0000000000100000000000000000;61360
0000000000100000000000100000;61427
0000000000100000000000000000;61477
0000000000000000000001000000;61525
0000000000100000000001000000;61593
0000000000100000000010000000;61659
0000000000000000000000000000;61709
0000000000000000000000000000;61776
0000000000100000001000000000;61826
0000000000100000001000000000;61893
0000000000100000001000000000;61943
0000000000100000001000000000;62009
0000000000100000001000000000;62076
0000000000100000011000000000;62126
0000000000100000011000000000;62193
0000000000100000011000000000;62259
0000000000100000001000000000;62309
0000000001000000001000000000;62377
0000000001000000001000000000;62442
0000000011000000001000000000;62493
0000000101000000001000000000;62542
0000000100000000001000000000;62610
0000001100000000001000000000;62659
0000001000000000001000000000;62727
0000010000000000011000000000;62776
0000010000000000001000000000;62843
0000010000000000001000000000;62910
0000100000000000000000000000;62960
0001000000000000011000000000;63026
0001000000000000011000000000;63077
0010000000000000011000000000;63142
0010000000000000011000000000;63193
0011000000000000011000000000;63260
0011000000000000000000000000;63326
0000000000000000000000000000;63379
;
0000010000000000010000000000;70748
0000010000000000010000000000;70814
0000010000000000010000000000;70865
0000010000000000010000000000;70931
0000010000000000010000000000;70981
0000010000000000010000000000;71048
0000000000000000000000000000;71114
0000000000000000000000000000;71181
0000000100000000001000000000;71231
0000000100000000001110000000;71283
0000000000000000000110000000;71347
0000000000000000000110000000;71414
0000000001000000000110000000;71464
0000000001000000000110000000;71532
0000000000000000000110000000;71597
0000000000000000000110000000;71649
0000000000000000000110100000;71699
0000000001000000000110100000;71764
0000000001000000000110110000;71831
0000000001000000000110010000;71881
0000000010000000000100010000;71948
0000000000000000000000000000;71998
0000000100000000000000000000;72064
0000001000000000000000001000;72115
0000000000000000000000000000;72181
0000000000000000000000000000;72248
0000000000000000000000000000;72298
0000000000000000000000000000;72364
0000100000000000000000010000;72416
0000100000000000000000010000;72482
0000100000000000000000100000;72532
0000100000000000000000100000;72598
0000100000000000000001000000;72666
0000100000000000000000000000;72715
0000100000000000000000000000;72765
0000010000000000000010000000;72832
0000001000000000000110000000;72885
0000001000000000000110000000;72953
0000001000000000000100000000;73018
0000000100000000000100000000;73084
0000000010000000000100000000;73135
0000000010000000000000000000;73202
0000000001000000001000000000;73252
0000000000100000000000000000;73318
0000000000010000000000000000;73369
0000000000000000000000000000;73418
;
0000000000001000000000000000;73542
0000000000000000000000000000;73608
0000000000000000000000000000;73673
0000000000000000000000000000;73726
0000000000000000000000000000;73792
0000000000000000000000000000;73841
0000000000000000000000000000;73908
0000000000000000000000000000;73960
0000000000000000000000000000;74023
0000000000000000000000000000;74075
0000000000000000000000000000;74140
0000000000000000000000000000;74192
0000000000000000000000000000;74260
0000000000000000000000000000;74326
0000000000000000000000000000;74374
0000000000000000000000000000;74442
0000000000000000000000000000;74493
0000000000000000000000000000;74559
0000000000000000000000000000;74610
0000000000000000000000000000;74677
0000000000000000000000000000;74740
0000000000000000000000000000;74793
0000000000000000000000000000;74857
0000000000000000000000000000;74924
0000000000000000000000000000;74974
0000000000000000000000000000;75044
0000000000000000000000000000;75091
0000000000000000000000000000;75143
0000000000000000000000000000;75227
0000000000000000000000000000;75261
0000000000000000000000000000;75328
0000000000000000000000000000;75394
0000000000000000000000000000;75445
0000000000000000000000000000;75512
;
0000010000000000010000000000;86630
0000001000000000100000000000;86680
0000000100000000110000000000;86747
0000000100000000110000000000;86813
0000000100000000010000000000;86863
0000000100000000010000000000;86931
0000000010000000000000000000;86997
0000000001000000010000000000;87047
0000000000000000000000000000;87113
0000000000100000010000000000;87160
0000000000010000010000000000;87214
0000000000000000000000000000;87281
0000000000000000000000000000;87330
0000000000000000000000000000;87394
0000000000000000000000000000;87464
0000000000000000000110000000;87512
0000000000000000000110000000;87581
0000000000000000000110000000;87644
0000000000000000000110000000;87695
0000000000000000000000000000;87761
0000000000000000000000000000;87811
0000000000000000000000000000;87878
0000000000000000000000000000;87929
0000000000000000000000000000;88013
0000000000000000000000000000;88061
0000000000000000000000000000;88112
0000000000000000000000000000;88178
0000000000000000000000000000;88229
0000000000000000000000000000;88294
0000000000000000000000000000;88345
0000000000000000000000000000;88411
0000000000000000000000000000;88478
0000000000000000000000000000;88528
0000000000000000000000000000;88595
;
